catch_terms,recode_column,country_name,country_domain,iso2,iso3,checked,notes
czech republic|česká republika|czech|czechia|czechrepublic|prague|brno|ostrava|plzeň|plzen|liberec|olomouc|české budějovice|ceske budejovice|hradec králové|hradec kralove|ústí nad labem|usti nad labem|pardubice|zlín|zlin|havířov|havirov|teplice|jihlava|karlovy vary|břevnov|brevnov|kladno|most|opava|frýdek-místek|frydek-mistek|karviná|karvina|chomutov|děčín|decin|jablonec nad nisou|mladá boleslav|mlada boleslav|prostějov|prostejov|přerov|prerov|česká lípa|ceska lipa|třebíč|trebic|třinec|trinec|tábor|tabor|znojmo|kolín|kolin|příbram|pribram|cheb|písek|pisek|trutnov|orlová|orlova|kroměříž|kromeriz|líšeň|lisen|šumperk|sumperk|vsetín|vsetin|uherské hradiště|uherske hradiste|litoměřice|litomerice|břeclav|breclav|český těšín|cesky tesin|hodonín|hodonin|litvínov|litvinov|sokolov|chrudim|nový jičín|novy jicin|krnov|havlíčkŭv brod|havlickuv brod|strakonice|valašské meziříčí|valasske mezirici|kopřivnice|koprivnice|klatovy|kutná hora|kutna hora|jindřichŭv hradec|jindrichuv hradec|vyškov|vyskov|žďár nad sázavou|zd'ar nad sazavou|bohumín|bohumin|blansko|beroun|mělník|melnik|jirkov|náchod|nachod|brandýs nad labem-stará boleslav|brandys nad labem-stara boleslav|kralupy nad vltavou|žatec|zatec|louny|otrokovice|kadaň|kadan|hranice|bílina|bilina|jičín|jicin|benešov|benesov|svitavy|neratovice|ostrov|říčany|ricany|uherský brod|uhersky brod|rožnov pod radhoštěm|roznov pod radhostem|rakovník|rakovnik|slaný|slany|bruntál|bruntal|pelhřimov|pelhrimov|dvůr králové nad labem|dvur kralove nad labem|nymburk|varnsdorf|česká třebová|ceska trebova|turnov|poděbrady|podebrady|rokycany|klášterec nad ohří|klasterec nad ohri|ústí nad orlicí|usti nad orlici|hlučín|hlucin|chodov|zábřeh|zabreh|šternberk|sternberk|roudnice nad labem|tachov|český krumlov|cesky krumlov|aš|as|čelákovice|celakovice|mariánské lázně|marianske lazne|jaroměř|jaromer|krupka|vrchlabí|vrchlabi|milovice|vysoké mýto|vysoke myto|nový bor|novy bor|boskovice|holešov|holesov|vlašim|vlasim|velké meziříčí|velke mezirici|frenštát pod radhoštěm|frenstat pod radhostem|kuřim|kurim|uničov|unicov|domažlice|domazlice|kyjov|rumburk|jeseník|jesenik|rychnov nad kněžnou|rychnov nad kneznou|sušice|susice|humpolec|veselí nad moravou|veseli nad moravou|prachatice|čáslav|caslav|králŭv dvŭr|kraluv dvur|jesenice|litomyšl|litomysl|frýdlant nad ostravicí|frydlant nad ostravici|lanškroun|lanskroun|přelouč|prelouc|nové město na moravě|nove mesto na morave|lysá nad labem|lysa nad labem|ivančice|ivancice|moravská třebová|moravska trebova|hlinsko|litovel|roztoky|tišnov|tisnov|studénka|studenka|nové město nad metují|nove mesto nad metuji|hostivice|mohelnice|lovosice|nová paka|nova paka|chotěboř|chotebor|duchcov|mnichovo hradiště|mnichovo hradiste|polička|policka|dobříš|dobris|choceň|chocen|hořice|horice|semily|příbor|pribor|štětí|steti|červený kostelec|cerveny kostelec|bystřice pod hostýnem|bystrice pod hostynem|milevsko|třeboň|trebon|šlapanice|slapanice|rýmařov|rymarov|lipník nad bečvou|lipnik nad becvou|černošice|cernosice|bystřice nad pernštejnem|bystrice nad pernstejnem|týn nad vltavou|tyn nad vltavou|dubí|dubi|sezimovo ústí|sezimovo usti|rychvald|nejdek|hrádek nad nisou|hradek nad nisou|vratimov|petřvald|petrvald|stříbro|stribro|benátky nad jizerou|benatky nad jizerou|frýdlant|frydlant|hořovice|horovice|úvaly|uvaly|mikulov|broumov|bílovec|bilovec|slavkov u brna|vimperk|napajedla|moravské budějovice|moravske budejovice|český brod|cesky brod|kaplice|odry|přeštice|prestice|dačice|dacice|nýřany|nyrany|soběslav|sobeslav|vodňany|vodnany|nový bydžov|novy bydzov|sedlčany|sedlcany|kravaře|kravare|holice|hulín|hulin|staré město|stare mesto|rosice|letovice|dobruška|dobruska|šenov|senov|kraslice|mimoň|mimon|odolena voda|letohrad|bučovice|bucovice|blatná|blatna|tanvald|dubňany|dubnany|světlá nad sázavou|svetla nad sazavou|veselí nad lužnicí|veseli nad luznici|chrastava|slavičín|slavicin|podbořany|podborany|kostelec nad orlicí|kostelec nad orlici|žamberk|zamberk|hronov|dobřany|dobrany|mníšek pod brdy|mnisek pod brdy|železný brod|zelezny brod|hustopeče|hustopece|týniště nad orlicí|tyniste nad orlici|kojetín|kojetin|nové strašecí|nove straseci|úpice|upice|třebechovice pod orebem|trebechovice pod orebem|rousínov|rousinov|jablunkov|modřice|modrice|týnec nad sázavou|tynec nad sazavou|chlumec nad cidlinou|šluknov|sluknov|jilemnice|třešť|trest'|moravský krumlov|moravsky krumlov|rudná|rudna|lomnice nad popelkou|zubří|zubri|vítkov|vitkov|kunovice|bystřice|bystrice|fulnek|strážnice|straznice|kosmonosy|františkovy lázně|frantiskovy lazne|hradec nad moravici|stochov|horní slavkov|horni slavkov|dolní lutyně|dolni lutyne|hluboká nad vltavou|hluboka nad vltavou|planá|plana|telč|telc|starý plzenec|stary plzenec|třemošná|tremosna|trhové sviny|trhove sviny|pohořelice|pohorelice|polná|polna|velká bíteš|velka bites|horažďovice|horazd'ovice|bakov nad jizerou|česká kamenice|ceska kamenice|holýšov|holysov|kdyně|kdyne|česká skalice|ceska skalice|jílové|jilove|doksy|luhačovice|luhacovice|skuteč|skutec,czech republic|česká republika|czech(?![a-z]| [a-z])|czechia|czechrepublic|prague|brno|ostrava|plzeň|plzen|liberec|olomouc|české budějovice|ceske budejovice|hradec králové|hradec kralove|ústí nad labem|usti nad labem|pardubice|zlín|zlin|havířov|havirov|teplice|jihlava|karlovy vary|břevnov|brevnov|kladno|most|opava|frýdek-místek|frydek-mistek|karviná|karvina|chomutov|děčín|decin|jablonec nad nisou|mladá boleslav|mlada boleslav|prostějov|prostejov|přerov|prerov|česká lípa|ceska lipa|třebíč|trebic|třinec|trinec|tábor|tabor|znojmo|kolín|kolin|příbram|pribram|cheb|písek|pisek|trutnov|orlová|orlova|kroměříž|kromeriz|líšeň|lisen|šumperk|sumperk|vsetín|vsetin|uherské hradiště|uherske hradiste|litoměřice|litomerice|břeclav|breclav|český těšín|cesky tesin|hodonín|hodonin|litvínov|litvinov|sokolov|chrudim|nový jičín|novy jicin|krnov|havlíčkŭv brod|havlickuv brod|strakonice|valašské meziříčí|valasske mezirici|kopřivnice|koprivnice|klatovy|kutná hora|kutna hora|jindřichŭv hradec|jindrichuv hradec|vyškov|vyskov|žďár nad sázavou|zd'ar nad sazavou|bohumín|bohumin|blansko|beroun|mělník|melnik|jirkov|náchod|nachod|brandýs nad labem-stará boleslav|brandys nad labem-stara boleslav|kralupy nad vltavou|žatec|zatec|louny|otrokovice|kadaň|kadan|hranice|bílina|bilina|jičín|jicin|benešov|benesov|svitavy|neratovice|ostrov|říčany|ricany|uherský brod|uhersky brod|rožnov pod radhoštěm|roznov pod radhostem|rakovník|rakovnik|slaný|slany|bruntál|bruntal|pelhřimov|pelhrimov|dvůr králové nad labem|dvur kralove nad labem|nymburk|varnsdorf|česká třebová|ceska trebova|turnov|poděbrady|podebrady|rokycany|klášterec nad ohří|klasterec nad ohri|ústí nad orlicí|usti nad orlici|hlučín|hlucin|chodov|zábřeh|zabreh|šternberk|sternberk|roudnice nad labem|tachov|český krumlov|cesky krumlov|aš|as|čelákovice|celakovice|mariánské lázně|marianske lazne|jaroměř|jaromer|krupka|vrchlabí|vrchlabi|milovice|vysoké mýto|vysoke myto|nový bor|novy bor|boskovice|holešov|holesov|vlašim|vlasim|velké meziříčí|velke mezirici|frenštát pod radhoštěm|frenstat pod radhostem|kuřim|kurim|uničov|unicov|domažlice|domazlice|kyjov|rumburk|jeseník|jesenik|rychnov nad kněžnou|rychnov nad kneznou|sušice|susice|humpolec|veselí nad moravou|veseli nad moravou|prachatice|čáslav|caslav|králŭv dvŭr|kraluv dvur|jesenice|litomyšl|litomysl|frýdlant nad ostravicí|frydlant nad ostravici|lanškroun|lanskroun|přelouč|prelouc|nové město na moravě|nove mesto na morave|lysá nad labem|lysa nad labem|ivančice|ivancice|moravská třebová|moravska trebova|hlinsko|litovel|roztoky|tišnov|tisnov|studénka|studenka|nové město nad metují|nove mesto nad metuji|hostivice|mohelnice|lovosice|nová paka|nova paka|chotěboř|chotebor|duchcov|mnichovo hradiště|mnichovo hradiste|polička|policka|dobříš|dobris|choceň|chocen|hořice|horice|semily|příbor|pribor|štětí|steti|červený kostelec|cerveny kostelec|bystřice pod hostýnem|bystrice pod hostynem|milevsko|třeboň|trebon|šlapanice|slapanice|rýmařov|rymarov|lipník nad bečvou|lipnik nad becvou|černošice|cernosice|bystřice nad pernštejnem|bystrice nad pernstejnem|týn nad vltavou|tyn nad vltavou|dubí|dubi|sezimovo ústí|sezimovo usti|rychvald|nejdek|hrádek nad nisou|hradek nad nisou|vratimov|petřvald|petrvald|stříbro|stribro|benátky nad jizerou|benatky nad jizerou|frýdlant|frydlant|hořovice|horovice|úvaly|uvaly|mikulov|broumov|bílovec|bilovec|slavkov u brna|vimperk|napajedla|moravské budějovice|moravske budejovice|český brod|cesky brod|kaplice|odry|přeštice|prestice|dačice|dacice|nýřany|nyrany|soběslav|sobeslav|vodňany|vodnany|nový bydžov|novy bydzov|sedlčany|sedlcany|kravaře|kravare|holice|hulín|hulin|staré město|stare mesto|rosice|letovice|dobruška|dobruska|šenov|senov|kraslice|mimoň|mimon|odolena voda|letohrad|bučovice|bucovice|blatná|blatna|tanvald|dubňany|dubnany|světlá nad sázavou|svetla nad sazavou|veselí nad lužnicí|veseli nad luznici|chrastava|slavičín|slavicin|podbořany|podborany|kostelec nad orlicí|kostelec nad orlici|žamberk|zamberk|hronov|dobřany|dobrany|mníšek pod brdy|mnisek pod brdy|železný brod|zelezny brod|hustopeče|hustopece|týniště nad orlicí|tyniste nad orlici|kojetín|kojetin|nové strašecí|nove straseci|úpice|upice|třebechovice pod orebem|trebechovice pod orebem|rousínov|rousinov|jablunkov|modřice|modrice|týnec nad sázavou|tynec nad sazavou|chlumec nad cidlinou|šluknov|sluknov|jilemnice|třešť|trest'|moravský krumlov|moravsky krumlov|rudná|rudna|lomnice nad popelkou|zubří|zubri|vítkov|vitkov|kunovice|bystřice|bystrice|fulnek|strážnice|straznice|kosmonosy|františkovy lázně|frantiskovy lazne|hradec nad moravici|stochov|horní slavkov|horni slavkov|dolní lutyně|dolni lutyne|hluboká nad vltavou|hluboka nad vltavou|planá|plana|telč|telc|starý plzenec|stary plzenec|třemošná|tremosna|trhové sviny|trhove sviny|pohořelice|pohorelice|polná|polna|velká bíteš|velka bites|horažďovice|horazd'ovice|bakov nad jizerou|česká kamenice|ceska kamenice|holýšov|holysov|kdyně|kdyne|česká skalice|ceska skalice|jílové|jilove|doksy|luhačovice|luhacovice|skuteč|skutec,czech republic,.cz,CZ,CZE,,
democratic republic of the congo|dr congo|congo the democratic republic of the|kinshasa|kananga|lubumbashi|mbuji-mayi|kisangani|kikwit|bukavu|likasi|kolwezi|beni|matadi|mbandaka|tshikapa|kindu|goma|butembo|kalemie|gemena|mbanza-ngungu|mwene-ditu|boma|uvira|isiro|gandajika|moanda|wamba|kamina|bandundu|kipushi|ilebo|kongolo|bumba|bunia|lisala|kabinda|gbadolite|buta|lusambo|inongo|luebo|boende|kenge|lodja|binga|kasongo|idiofa|aketi|basankusu|mweka|kahemba|bulungu|manono|basoko|lubao|tshela|bukama|mangai|kampene|kambove|kaniama|yangambi|businga|mushie|kabalo|kasangulu|bolobo|libenge|watsa|bondo|demba|kasongo-lunda|zongo|nyunzu|bosobolo|kasaji|kimpese|moba|dilolo|mangbwalu|ikela|bongandanga|mwenga|lubutu|buluko|luanza|dibaya|kalima|lusanga|bafwasende,democratic republic of the congo|dr congo|congo the democratic republic of the|kinshasa|kananga|lubumbashi|mbuji-mayi|kisangani|kikwit|bukavu|likasi|kolwezi|beni|matadi|mbandaka|tshikapa|kindu|goma|butembo|kalemie|gemena|mbanza-ngungu|mwene-ditu|boma|uvira|isiro|gandajika|moanda|wamba|kamina|bandundu|kipushi|ilebo|kongolo|bumba|bunia|lisala|kabinda|gbadolite|buta|lusambo|inongo|luebo|boende|kenge|lodja|binga|kasongo|idiofa|aketi|basankusu|mweka|kahemba|bulungu|manono|basoko|lubao|tshela|bukama|mangai|kampene|kambove|kaniama|yangambi|businga|mushie|kabalo|kasangulu|bolobo|libenge|watsa|bondo|demba|kasongo-lunda|zongo|nyunzu|bosobolo|kasaji|kimpese|moba|dilolo|mangbwalu|ikela|bongandanga|mwenga|lubutu|buluko|luanza|dibaya|kalima|lusanga|bafwasende,democratic republic of the congo,.cd,CD,COD,,
denmark|copenhagen|aarhus|odense|aalborg|esbjerg|vejle|viborg|hillerød|hillerod|sorø|soro|roskilde|svendborg|frederikshavn,denmark|copenhagen|aarhus|odense|aalborg|esbjerg|vejle|viborg|hillerød|hillerod|sorø|soro|roskilde|svendborg|frederikshavn,denmark,.dk,DK,DNK,,
djibouti|djibouti city|ali sabieh|dikhil|obock|tadjourah|arta,djibouti|djibouti city|ali sabieh|dikhil|obock|tadjourah|arta,djibouti,.dj,DJ,DJI,,
dominica|roseau,dominica(?![a-z])|roseau,dominica,.dm,DM,DMA,,
dominican republic|dominican|santo domingo|puerto plata|villa altagracia|la vega|san pedro de macorís|san pedro de macoris|la romana|san francisco de macorís|san francisco de macoris|moca|higüey|higuey|bajos de haina|bonao|baní|bani|boca chica|barahona|azua|samaná|samana|mao|santo domingo este|sabaneta|el seibo|cotuí|cotui|nagua|hato mayor|sosúa|sosua|jarabacoa|dajabón|dajabon|constanza|san josé de ocoa|san jose de ocoa|neiba|salcedo|pantanal|comendador|san gregorio de nigua|piedra blanca|monte cristi|yayas de viajama|las terrenas|monte plata|jimaní|jimani|pedernales|guananico|bávaro|bavaro,dominican republic|dominican|santo domingo|puerto plata|villa altagracia|la vega|san pedro de macorís|san pedro de macoris|la romana|san francisco de macorís|san francisco de macoris|moca|higüey|higuey|bajos de haina|bonao|baní|bani|boca chica|barahona|azua|samaná|samana|mao|santo domingo este|sabaneta|el seibo|cotuí|cotui|nagua|hato mayor|sosúa|sosua|jarabacoa|dajabón|dajabon|constanza|san josé de ocoa|san jose de ocoa|neiba|salcedo|pantanal|comendador|san gregorio de nigua|piedra blanca|monte cristi|yayas de viajama|las terrenas|monte plata|jimaní|jimani|pedernales|guananico|bávaro|bavaro,dominican republic,.do,DO,DOM,,
ecuador|guayaquil|quito|cuenca|santo domingo de los colorados|machala|eloy alfaro|manta|portoviejo|loja|ambato|esmeraldas|quevedo|riobamba|milagro|ibarra|babahoyo|latacunga|tulcán|tulcan|nueva loja|puerto francisco de orellana|santa elena|azogues|puyo|guaranda|tena|macas|puerto ayora|zamora|puerto baquerizo moreno|sangolquí|sangolqui|pelileo|daule|pasaje|chone|santa rosa|huaquillas|montecristi|samborondón|samborondon|jipijapa|otavalo|cayambe|ventanas|san jacinto de buena fe|salinas|velasco ibarra|la troncal|vinces|la concordia|rosa zarate|balzar|naranjito|naranjal|la maná|la mana|san lorenzo de esmeraldas|catamayo|atuntaqui|pedernales|bahía de caráquez|bahia de caraquez|puerto quito|pedro carbo|yaguachi nuevo|piñas|pinas|valencia|san gabriel|atacames|alausí|alausi|lomas de sargentillo|muisne|baños|banos|macará|macara|san miguel de salcedo|valdez|tosagua|píllaro|pillaro|pedro vicente maldonado|archidona|puerto villamil|yaupi,ecuador|guayaquil|quito|cuenca|santo domingo de los colorados|machala|eloy alfaro|manta|portoviejo|loja|ambato|esmeraldas|quevedo|riobamba|milagro|ibarra|babahoyo|latacunga|tulcán|tulcan|nueva loja|puerto francisco de orellana|santa elena|azogues|puyo|guaranda|tena|macas|puerto ayora|zamora|puerto baquerizo moreno|sangolquí|sangolqui|pelileo|daule|pasaje|chone|santa rosa|huaquillas|montecristi|samborondón|samborondon|jipijapa|otavalo|cayambe|ventanas|san jacinto de buena fe|salinas|velasco ibarra|la troncal|vinces|la concordia|rosa zarate|balzar|naranjito|naranjal|la maná|la mana|san lorenzo de esmeraldas|catamayo|atuntaqui|pedernales|bahía de caráquez|bahia de caraquez|puerto quito|pedro carbo|yaguachi nuevo|piñas|pinas|valencia|san gabriel|atacames|alausí|alausi|lomas de sargentillo|muisne|baños|banos|macará|macara|san miguel de salcedo|valdez|tosagua|píllaro|pillaro|pedro vicente maldonado|archidona|puerto villamil|yaupi,ecuador,.ec,EC,ECU,,
egypt|cairo|giza|alexandria|madīnat as sādis min uktūbar|madinat as sadis min uktubar|shubrā al khaymah|shubra al khaymah|al manşūrah|al mansurah|ḩalwān|halwan|al maḩallah al kubrá|al mahallah al kubra|port said|suez|ţanţā|tanta|asyūţ|asyut|al fayyūm|al fayyum|az zaqāzīq|az zaqaziq|ismailia|kafr ad dawwār|kafr ad dawwar|aswān|aswan|damanhūr|damanhur|al minyā|al minya|damietta|qinā|qina|banī suwayf|bani suwayf|luxor|sūhāj|suhaj|shibīn al kawm|shibin al kawm|al ‘arīsh|al `arish|banhā|banha|al ghardaqah|kafr ash shaykh|mallawī|mallawi|disūq|disuq|bilbays|idfū|idfu|mīt ghamr|mit ghamr|munūf|munuf|jirjā|jirja|akhmīm|akhmim|ziftá|zifta|manfalūţ|manfalut|maghāghah|maghaghah|al qūşīyah|al qusiyah|abnūb|abnub|samannūd|samannud|abū qīr|abu qir|al khārjah|al kharjah|al balyanā|al balyana|naj‘ ḩammādī|naj` hammadi|al karnak|qiman al ‘arūs|qiman al `arus|qahā|qaha|hirrīyat raznah|hirriyat raznah|mīt namā|mit nama|kafr shukr|shārūnah|sharunah|banī murr|bani murr|sunbāţ|sunbat|banī ḩasan ash shurūq|bani hasan ash shuruq|biyahmū|biyahmu|al madāmūd|al madamud|birqāsh|birqash|mīt damsīs|mit damsis|aţ ţūr|at tur|qufādah|qufadah|shanhūr|shanhur|dayr al jarnūs|dayr al jarnus|samālūţ|samalut|banī mazār|bani mazar|armant|kawm umbū|kawm umbu|būr fu’ād|bur fu'ad|rosetta|isnā|isna|hihyā|hihya|maţrūḩ|matruh|dandarah|maţāy|matay|şān al ḩajar al qiblīyah|san al hajar al qibliyah|dayr mawās|dayr mawas|ihnāsyā al madīnah|ihnasya al madinah|fāraskūr|faraskur|darāw|daraw|ra’s ghārib|ra's gharib|al ḩusaynīyah|al husayniyah|safājā|safaja|al quşayr|al qusayr|qifţ|qift|kafr sa‘d|kafr sa`d|sīwah|siwah|fāyīd|fayid|naqādah|naqadah|dayr abū ḩinnis|dayr abu hinnis|al ḩībah|al hibah|sakhā|sakha|qantīr|qantir|sidmant al jabal|dayr al barshā|dayr al barsha|aḑ ḑab‘ah|ad dab`ah|dishāshah|dishashah|burj al ‘arab|burj al `arab|sawādah|sawadah|abjīj|abjij|dayr as sanqūrīyah|dayr as sanquriyah|ţihnā al jabal|tihna al jabal|as sallūm|as sallum|al ‘alamayn|al `alamayn|mandīshah|mandishah|qaşr al farāfirah|qasr al farafirah|al qaşr|al qasr|barnīs|barnis,egypt|cairo|giza|alexandria|madīnat as sādis min uktūbar|madinat as sadis min uktubar|shubrā al khaymah|shubra al khaymah|al manşūrah|al mansurah|ḩalwān|halwan|al maḩallah al kubrá|al mahallah al kubra|port said|suez|ţanţā|tanta|asyūţ|asyut|al fayyūm|al fayyum|az zaqāzīq|az zaqaziq|ismailia|kafr ad dawwār|kafr ad dawwar|aswān|aswan|damanhūr|damanhur|al minyā|al minya|damietta|qinā|qina|banī suwayf|bani suwayf|luxor|sūhāj|suhaj|shibīn al kawm|shibin al kawm|al ‘arīsh|al `arish|banhā|banha|al ghardaqah|kafr ash shaykh|mallawī|mallawi|disūq|disuq|bilbays|idfū|idfu|mīt ghamr|mit ghamr|munūf|munuf|jirjā|jirja|akhmīm|akhmim|ziftá|zifta|manfalūţ|manfalut|maghāghah|maghaghah|al qūşīyah|al qusiyah|abnūb|abnub|samannūd|samannud|abū qīr|abu qir|al khārjah|al kharjah|al balyanā|al balyana|naj‘ ḩammādī|naj` hammadi|al karnak|qiman al ‘arūs|qiman al `arus|qahā|qaha|hirrīyat raznah|hirriyat raznah|mīt namā|mit nama|kafr shukr|shārūnah|sharunah|banī murr|bani murr|sunbāţ|sunbat|banī ḩasan ash shurūq|bani hasan ash shuruq|biyahmū|biyahmu|al madāmūd|al madamud|birqāsh|birqash|mīt damsīs|mit damsis|aţ ţūr|at tur|qufādah|qufadah|shanhūr|shanhur|dayr al jarnūs|dayr al jarnus|samālūţ|samalut|banī mazār|bani mazar|armant|kawm umbū|kawm umbu|būr fu’ād|bur fu'ad|rosetta|isnā|isna|hihyā|hihya|maţrūḩ|matruh|dandarah|maţāy|matay|şān al ḩajar al qiblīyah|san al hajar al qibliyah|dayr mawās|dayr mawas|ihnāsyā al madīnah|ihnasya al madinah|fāraskūr|faraskur|darāw|daraw|ra’s ghārib|ra's gharib|al ḩusaynīyah|al husayniyah|safājā|safaja|al quşayr|al qusayr|qifţ|qift|kafr sa‘d|kafr sa`d|sīwah|siwah|fāyīd|fayid|naqādah|naqadah|dayr abū ḩinnis|dayr abu hinnis|al ḩībah|al hibah|sakhā|sakha|qantīr|qantir|sidmant al jabal|dayr al barshā|dayr al barsha|aḑ ḑab‘ah|ad dab`ah|dishāshah|dishashah|burj al ‘arab|burj al `arab|sawādah|sawadah|abjīj|abjij|dayr as sanqūrīyah|dayr as sanquriyah|ţihnā al jabal|tihna al jabal|as sallūm|as sallum|al ‘alamayn|al `alamayn|mandīshah|mandishah|qaşr al farāfirah|qasr al farafirah|al qaşr|al qasr|barnīs|barnis,egypt,.eg,EG,EGY,,
el salvador|san salvador|usulután|usulutan|soyapango|san miguel|mejicanos|santa tecla|apopa|delgado|sonsonate|ahuachapán|ahuachapan|ilopango|tonacatepeque|zacatecoluca|cuscatancingo|san vicente|cojutepeque|ayutuxtepeque|sonzacate|la union|chalatenango|sensuntepeque|acajutla|chalchuapa|san juan opico|san martín|san martin|metapán|metapan|quezaltepeque|nahuizalco|jiquilisco|san pedro perulapán|san pedro perulapan|panchimalco|ciudad barrios|santiago nonualco|nejapa|la libertad|antiguo cuscatlán|antiguo cuscatlan|atiquizaya|tacuba|santo tomás|santo tomas|juayúa|juayua|san pablo tacachico|guaymango|santiago texacuangos|puerto el triunfo|santiago de maría|santiago de maria|concepción de ataco|concepcion de ataco|texistepeque|san alejo|anamorós|anamoros|jayaque|el paisnal|huizúcar|huizucar|tepecoyo|sacacoyo|cuisnahuat|teotepeque|comasagua|chiltiupán|chiltiupan|jocoro|nueva guadalupe|caluco|estanzuelas|talnique|san juan talpa|el porvenir|agua caliente|el divisadero|nuevo cuscatlán|nuevo cuscatlan|santo domingo de guzmán|santo domingo de guzman|el triunfo|san gerardo|jicalapa,el salvador|san salvador|usulután|usulutan|soyapango|san miguel|mejicanos|santa tecla|apopa|delgado|sonsonate|ahuachapán|ahuachapan|ilopango|tonacatepeque|zacatecoluca|cuscatancingo|san vicente|cojutepeque|ayutuxtepeque|sonzacate|la union|chalatenango|sensuntepeque|acajutla|chalchuapa|san juan opico|san martín|san martin|metapán|metapan|quezaltepeque|nahuizalco|jiquilisco|san pedro perulapán|san pedro perulapan|panchimalco|ciudad barrios|santiago nonualco|nejapa|la libertad|antiguo cuscatlán|antiguo cuscatlan|atiquizaya|tacuba|santo tomás|santo tomas|juayúa|juayua|san pablo tacachico|guaymango|santiago texacuangos|puerto el triunfo|santiago de maría|santiago de maria|concepción de ataco|concepcion de ataco|texistepeque|san alejo|anamorós|anamoros|jayaque|el paisnal|huizúcar|huizucar|tepecoyo|sacacoyo|cuisnahuat|teotepeque|comasagua|chiltiupán|chiltiupan|jocoro|nueva guadalupe|caluco|estanzuelas|talnique|san juan talpa|el porvenir|agua caliente|el divisadero|nuevo cuscatlán|nuevo cuscatlan|santo domingo de guzmán|santo domingo de guzman|el triunfo|san gerardo|jicalapa,el salvador,.sv,SV,SLV,,
equatorial guinea|malabo|bata|ebebiyín|ebebiyin|evinayong|luba|mongomo|palé|pale|djibloho|añisoc|anisoc|bengonbeyene|aconibe|rebola|mikomeseng|calatrava,equatorial guinea|malabo|bata|ebebiyín|ebebiyin|evinayong|luba|mongomo|palé|pale|djibloho|añisoc|anisoc|bengonbeyene|aconibe|rebola|mikomeseng|calatrava,equatorial guinea,.gq,GQ,GNQ,,
eritrea|asmara|keren|assab|massawa|mendefera|barentu|bēylul|beylul|adi keyh|ghinda’e|ghinda'e|edd|dek’emhāre|dek'emhare|ak’ordat|ak'ordat|nefasīt|nefasit|senafe|teseney,eritrea|asmara|keren|assab|massawa|mendefera|barentu|bēylul|beylul|adi keyh|ghinda’e|ghinda'e|edd|dek’emhāre|dek'emhare|ak’ordat|ak'ordat|nefasīt|nefasit|senafe|teseney,eritrea,.er,ER,ERI,,
estonia|tallinn|tartu|pärnu|parnu|viljandi|rakvere|kuressaare|valga|võru|voru|jõhvi|johvi|haapsalu|paide|jõgeva|jogeva|põlva|polva|rapla|kärdla|kardla|narva|kohtla-järve|kohtla-jarve|maardu|sillamäe|sillamae|keila|saue|elva|tapa|kiviõli|kivioli|türi|turi,estonia|tallinn|tartu|pärnu|parnu|viljandi|rakvere|kuressaare|valga|võru|voru|jõhvi|johvi|haapsalu|paide|jõgeva|jogeva|põlva|polva|rapla|kärdla|kardla|narva|kohtla-järve|kohtla-jarve|maardu|sillamäe|sillamae|keila|saue|elva|tapa|kiviõli|kivioli|türi|turi,estonia,.ee,EE,EST,,
ethiopia|addis ababa|nazrēt|nazret|gonder|mekele|āwasa|awasa|dire dawa|bahir dar|desē|dese|jīma|jima|harar|jijiga|shashemenē|shashemene|giyon|āsela|asela|ādīgrat|adigrat|nek’emtē|nek'emte|debre mark’os|debre mark'os|ārba minch’|arba minch'|āksum|aksum|debre birhan|hāgere hiywet|hagere hiywet|goba|āsosa|asosa|negēlē|negele|gambēla|gambela|semera|debre zeyit|hosaina|godē|gode|sodo|dīla|dila|yirga ‘alem|yirga `alem|gīmbī|gimbi|āreka|areka|degeh bur|dembī dolo|dembi dolo|ādēt|adet|welench’ītī|welench'iti|batī|bati|bichena|gīdolē|gidole|lalībela|lalibela|dolo bay|gorē|gore|gewanē|gewane,ethiopia|addis ababa|nazrēt|nazret|gonder|mekele|āwasa|awasa|dire dawa|bahir dar|desē|dese|jīma|jima|harar|jijiga|shashemenē|shashemene|giyon|āsela|asela|ādīgrat|adigrat|nek’emtē|nek'emte|debre mark’os|debre mark'os|ārba minch’|arba minch'|āksum|aksum|debre birhan|hāgere hiywet|hagere hiywet|goba|āsosa|asosa|negēlē|negele|gambēla|gambela|semera|debre zeyit|hosaina|godē|gode|sodo|dīla|dila|yirga ‘alem|yirga `alem|gīmbī|gimbi|āreka|areka|degeh bur|dembī dolo|dembi dolo|ādēt|adet|welench’ītī|welench'iti|batī|bati|bichena|gīdolē|gidole|lalībela|lalibela|dolo bay|gorē|gore|gewanē|gewane,ethiopia,.et,ET,ETH,,
falkland islands|malvinas,falkland islands|malvinas,falkland islands,.fk,FK,FLK,,
